"FC1"	"FC2"	"FC3"
"mmu-miR-675-5p"	0.656468465696851	1.51127055015692	0.854802084460064
"mmu-miR-676-5p"	-1.94189704543643	-3.38246963682241	-1.44057259138598
"mmu-miR-677-5p"	-1.03435150479078	0.0609289986423318	1.09528050343311
"mmu-miR-6899-3p"	-1.42100786859537	-3.71584230260045	-2.29483443400509
"mmu-miR-6900-3p"	-0.794681092022493	-0.979403095392887	-0.184722003370393
"mmu-miR-6911-3p"	0.708537185839689	-0.931287249915986	-1.63982443575567
"mmu-miR-6923-5p"	2.21389762717099	-2.34852230489908	-4.56241993207007
"mmu-miR-6929-3p"	1.07716786052246	0.926833587438028	-0.150334273084431
"mmu-miR-6933-5p"	-1.25986712675511	-1.64981364507112	-0.389946518316014
"mmu-miR-6944-3p"	-0.719478167437365	-1.83399004856107	-1.11451188112371
"mmu-miR-6945-3p"	-1.07489994082513	-2.42490655874593	-1.3500066179208
"mmu-miR-6956-3p"	-0.397550072550002	-2.93128724991599	-2.53373717736598
"mmu-miR-6958-3p"	0.0675632838126346	-3.38246963682241	-3.45003292063505
"mmu-miR-6959-5p"	-3.69458699189565	-2.77258950389693	0.921997487998727
"mmu-miR-6964-3p"	-2.52685954615759	-3.96743213754357	-1.44057259138598
"mmu-miR-6979-3p"	-1.51511139146718	-0.411275580482645	1.10383581098454
"mmu-miR-6988-3p"	-0.11121747859855	-2.10619940383193	-1.99498192523338
"mmu-miR-6991-5p"	1.67556504950206	1.67556504950206	0
"mmu-miR-700-3p"	-1.32329493065127	-2.0331668639352	-0.709871933283931
"mmu-miR-7015-3p"	-1.69116190455308	-2.84985965057214	-1.15869774601906
"mmu-miR-7034-5p"	0.0515303006400819	-1.97400479146706	-2.02553509210714
"mmu-miR-704"	-1.81096617560998	-0.79836613883035	1.01260003677963
"mmu-miR-7068-3p"	-1.06249592573376	-2.22119367175282	-1.15869774601906
"mmu-miR-7073-5p"	-2.74642592341527	-3.13637244173129	-0.389946518316014
"mmu-miR-708-3p"	-0.807819519826042	-0.924169679072429	-0.116350159246387
"mmu-miR-708-5p"	-1.22843703074827	-0.417301260987456	0.81113576976081
"mmu-miR-7093-3p"	-2.39592867633114	-3.83650126771712	-1.44057259138598
"mmu-miR-7212-5p"	-3.18670071419314	-3.57664723250915	-0.389946518316014
"mmu-miR-7224-3p"	0.584962500721156	-3.1926450779424	-3.77760757866355
"mmu-miR-741-3p"	-1.03167123123942	-0.187333056727737	0.844338174511684
"mmu-miR-743a-3p"	1.53127462982717	1.35706990100762	-0.174204728819548
"mmu-miR-743a-5p"	0.143257050980232	0.58760238259386	0.444345331613628
"mmu-miR-743b-3p"	-0.953401315395505	0.0112656114922147	0.964666926887719
"mmu-miR-743b-5p"	-1.71947816743736	-1.07956725731832	0.639910910119047
"mmu-miR-744-3p"	-0.674904626033955	0.337695410745679	1.01260003677963
"mmu-miR-744-5p"	-1.0209388207333	-1.92063061969893	-0.899691798965626
"mmu-miR-760-3p"	-0.788495894806288	-2.63259136367891	-1.84409546887262
"mmu-miR-7648-3p"	-1.12960585177439	-2.86531638275498	-1.73571053098058
"mmu-miR-7658-5p"	-3.09702445439486	-5.08453351021167	-1.9875090558168
"mmu-miR-7661-3p"	-2.25986712675511	-2.64981364507112	-0.389946518316014
"mmu-miR-7666-3p"	0.37335159647192	-1.23053176614646	-1.60388336261838
"mmu-miR-7667-3p"	-2.94189704543643	-4.38246963682241	-1.44057259138598
"mmu-miR-7680-3p"	-3.94189704543643	-3.33184356375245	0.610053481683986
"mmu-miR-7a-5p"	-1.54323243442101	-1.78374716203541	-0.240514727614399
"mmu-miR-7b-5p"	-3	-1.98739996322037	1.01260003677963
"mmu-miR-8120"	-1.35693454471528	-3.38246963682241	-2.02553509210714
"mmu-miR-871-3p"	-1.51596353093093	-2.07953860423468	-0.563575073303755
"mmu-miR-872-3p"	-0.691877704637668	-1.0703893278914	-0.37851162325373
"mmu-miR-872-5p"	-0.372202082666883	0.00491224297420312	0.377114325641086
"mmu-miR-877-5p"	-1.46943879199268	-3.05105784963946	-1.58161905764679
"mmu-miR-878-5p"	-0.995743362439465	-0.227068908545921	0.768674453893544
"mmu-miR-880-3p"	-0.341036917835067	0.245318818185955	0.586355736021022
"mmu-miR-881-3p"	-1.20891984621315	-0.548648004999828	0.660271841213323
"mmu-miR-883a-3p"	0.0736407622522649	-1.47753342501261	-1.55117418726487
"mmu-miR-9-3p"	-1.76680082370697	-0.987399963220366	0.779400860486603
"mmu-miR-9-5p"	-0.530844851486612	-0.770879193941912	-0.2400343424553
"mmu-miR-92a-3p"	-2.33973693635158	-3.0273955008289	-0.687658564477319
"mmu-miR-92b-3p"	-2.95862576262929	-5.29315848119	-2.33453271856072
"mmu-miR-92b-5p"	-3.05162776053266	-7.96537202718225	-4.91374426664958
"mmu-miR-93-3p"	-3.9832936672676	-2.80495642600909	1.17833724125851
"mmu-miR-93-5p"	-2.28138094484704	-2.41221601035081	-0.130835065503773
"mmu-miR-96-5p"	-1.7801020975442	-2.02754956072519	-0.247447463180983
"mmu-miR-98-5p"	-0.61796015689807	-0.763257261240481	-0.145297104342411
"mmu-miR-99a-3p"	-3.39592867633114	-3.83650126771712	-0.440572591385981
"mmu-miR-99a-5p"	-1.82171556029412	-1.9453195690308	-0.123604008736676
"mmu-miR-99b-3p"	-1.15451537382833	-2.0932972010695	-0.938781827241171
"mmu-miR-99b-5p"	-1.17246154614011	-2.49771173951121	-1.32525019337111
